,,,
10,61.1111111111111,10,43.75
100,32.3943661971831,100,29.0155440414508
1000,22.0979020979021,1000,19.0594059405941
2000,20.4986149584488,2000,18.5548617305977
5000,18.3206106870229,5000,18.4336707511987
10000,16.9847945648657,10000,17.9875947622329
20000,15.7928802588997,20000,17.2201138519924
30000,15.1489361702128,30000,17.592039800995
50000,14.2327650111193,50000,16.6110062436475
100000,13.2973061491853,100000,17.4460236519475
150000,13.0769737275301,150000,17.2356587793591
200000,12.6949264221392,200000,17.3704135119394
300000,12.2772105900675,300000,16.0205811845875
500000,11.9200924550107,500000,16.6239604405484
600000,11.6023887270909,600000,17.321756982165
700000,11.6037071161455,700000,16.4019928382376
800000,11.3646565913512,800000,16.5067318568249
900000,11.4774086145044,900000,17.1269371408671
1000000,11.2599771949829,1000000,16.6506317747418
1100000,11.2136251802834,1100000,16.6369395411772
1200000,11.1843018987719,1200000,16.4670482034338
1300000,11.0970159448857,1300000,16.5634151835999
1400000,10.9231891990513,1400000,16.5506999257446
1500000,10.9557150667537,1500000,16.6880683456065
2000000,10.6626047220107,2000000,16.4480664604827
3000000,10.4684039394939,3000000,16.7694708680143
4000000,10.1710950882365,4000000,16.4109216312842
5000000,10.25594776429,5000000,16.8621530600395
6000000,10.0101809319962,6000000,16.761008796407
7000000,10.0469940042133,7000000,16.6835372025806
8000000,9.65438362391308,8000000,16.6423157702493
9000000,9.77579587892716,9000000,16.8720581942662
10000000,9.79989451804052,10000000,16.7067797992984
