10,139,10,153
100,2260,100,3697
1000,11327,1000,44857
2000,21692,2000,92944
5000,55263,5000,273578
10000,107304,10000,526694
20000,201620,20000,1104821
30000,317989,30000,1713290
50000,533224,50000,2901722
100000,1014441,100000,5960986
150000,1581875,150000,8801453
200000,2162308,200000,11652962
300000,3311170,300000,17795360
500000,5061170,500000,28865852
600000,6480676,600000,36624580
700000,7388769,700000,39827226
