10,148,10,158
100,3958,100,6071
1000,50626,1000,113896
1500,78549,1500,186811
2000,106441,2000,262373
2500,136148,2500,344754
5000,285275,5000,769782
7500,441128,7500,1209462
10000,598507,10000,1698919
12500,756392,12500,2211495
15000,927368,15000,2712751
17500,1082921,17500,3223325
20000,1249113,20000,3745050
25000,1580952,25000,4787416
30000,1925755,30000,5888831
35000,2262266,35000,7026360
40000,2637808,40000,8091479
50000,3314304,50000,10523990
